Expensive?	The price of a single
It's more	than just a game. It's
Perm?	The answer is yes.
Patrick -- is that- a.	k.a
It's just you.	You're the only one
Is that woman a complete	idiot?I
No!	I'm not going to do that!
What?	You're not going to tell me what
I just wanted --	I just wanted to be able
You set me up.	I'm going to be
Let go!	I'm not going to
So did you	know that the first time you saw
You looked beautiful last night,	and I'm so
I guess I'll never know,	but I'm
Not all experiences are good,	and some are bad
God, you're just like him!	You're
I guess I thought I	was going to die.
I'm not stupid enough to	think that I'm
That's not	to say that the game is perfect
No.	1 in the country, and the No
I wanted to let you	know that I'm sorry
Why didn't you tell me?	I
After that, I swore I'd	never do it
But	it's not just the government that's worried
Just once.	"I'm sorry,
You did what?	I did what?
He said everyone was doing	their best to help the
As in.	The first thing I noticed
Now I do.	I'm not going to be
But you hate Joey	, you hate him, you
He was, like, a total	badass. He
Why?	The answer is that the government
In 9th.	The first thing I
What?	You're not going to tell me what
Joey never told you we	were going to be
I wish I had that	kind of money. I
I do care.	I do care about the people
Like you care.	I'm sorry.
Listen, I know you hate	me, but I
You're welcome.	I'm sorry,
I don't get you.	I don't get
I really don't think I	'm going to be
Bianca, I need to talk	to you
Can we go now?	I'm not
You are so completely unbalanced.	You are so
Yeah, he's your freak friend	. He's
It's Shakespeare.	It's the greatest play ever
Like I'm supposed to know	what's going on
At least I'm not a	slave to the system
Can't you forget for just	a moment that you
Bogey Lowenstein's party is normal,	but
What's normal?	I'm not normal
You're ruining my life'	The woman
I think you're a freak.	You're a
What do you think?	[Image via
Oh, I thought you might	be interested in this
It means that Gigglepuss is	now the
Oh my God, does this	mean that I'm
Can you at least start	with the basics?
I have the potential to	be a great player,
Nowhere.	The only thing that's
Where've you been?	I've been
I have a date, Daddy.	I'm going
I'm missing something.	I'm missing something.
Fine.	I'm not sure what to
You're not going unless your	name is on the
He's not a "hot rod".	He's
It's that hot rod Joey,	who's been
No, but	I'm not sure I want to
The prom?	The prom is a great
Daddy, I want to discuss	this with you.
Because she'll scare them away.	"
Why?	The answer is that the government
Promise me you won't talk	to me again
Just for a minute	, I thought I was going
Daddy, no!	I'm not going to let
Wear the belly before you	go to bed.
It's just a party.	It's just a
Oh, God.	I'm so sorry. I
If Kat's not going, you're	going.
Daddy, people expect me to	be a good husband
It's just a party.	It's just a
Otherwise known as an orgy?	The
If you must know, we	are currently working on
And where're you going?	I'm
Daddy, I --	I'm sorry. I'm
Exactly my point	.I'm not saying
But she doesn't want to	be a victim.
But it's not fair --	it's not fair
Then neither will you.	You will be
What if she never starts	?""I
No!	I'm not going to do that!
Now don't get upset.	I'm not going
Just sent 'em through.	"I
Padua girls.	"I'm not
Never	know what you're going to get.
Fan of a fan.	I'm not
Didn't have you pegged for	this one?
Always a pleasure, Brucie.	
Best case scenario, you're back	to square one
You humiliated the woman!	You humiliated the woman!"
No, I ' m not.	No, I'm not. I'm not
Buttholus extremus.	The
The hell is that?	I'm not
Extremely unfortunate maneuver.	I'm not sure what
Hell, I've just been going	through a lot
You told me that part	of the reason you were
It's her favorite band.	She's a big
Assail your ears for one	minute.
Okay!	I'm going to go get some coffee
He's pretty!	He's pretty!"
Dead at forty-one.	"I
Her favorite uncle	was a man named John. He
It's a lung cancer issue	," he said.
Number one.	The second is the one
Are you kidding?	I'm not kidding. I
Will Bogey get bent?	The answer
In that case, we'll need	to add a
This is it.	I'm done. I'm
Like we had a choice?	We chose
You got him involved?	I don't
Hey -- I've gotta have	a little bit of
I thought you hated those	guys. I thought you
You know, if you do	a lot of research
That's what I just said	. I'm not
Did she actually say she'd	be happy to see
Forget his reputation.	The man who
I'm serious, man, he's whacked.	He
They always let felons sit	in jail. They
No kidding.	The first thing I noticed
He seems like he thrives	on the spotlight.
What makes you think he'll	be able to do
You wanna go out with	me?""
What about him?	"I don't
Unlikely, but even so, she	's not
I teach her French, get	her to read,
The mewling, rampalian wretch herself.	
That's her?	She's a girl
Yeah, just a minor encounter	. I'm not
You could consecrate with her,	and she would
You mean I'd get a	free ride on the
Guess who just signed up	for the new program
Sure do .	Sure do...I'm not
You know French?	I'm not French. I
Joey Dorsey?	Dorsey
He always have that shit-eating	grin on his
Because they're bred to.	The only
Why do girls like that	?I think
I could start with your	name, but I'm
Why not?	The answer is that the
Bianca Stratford.	The first
Who is she?	She's a woman
You burn, you pine, you	die.
That girl -- I --	I'm sorry, I
Yeah, but these guys have	been doing it for
That I'm used to.	I'm used to
Couple thousand.	The number of people
How many people go here?	I don
Get out!	The first thing you need
Thirty-two.	The first thing to
How many people were in	the room?
Yeah.	I'm not sure if I'm going
I was kidding.	I was kidding. I was
North, actually.	"I'm not
So -- which Dakota you	want to see?
C'mon.	You're not going to get
So they tell me.	I'm not
You the new guy?	I'm the
You get the girl.	You get the girl.
What's the worst?	"I don
Where?	The answer is, of course
She kissed me.	"I love you."
You makin' any headway?	
She just needs time to	get over it," she
She hates you with the	passion of a thousand sun
I don ' t know.	I don't know. I don't
What'd you do to her?	I
Then, go get her	."I
Sure	, it's not the most exciting thing in
Cameron -- do you like	the idea of a
She's partial to Joey, not	because she's
What 're you talking about?	What're you talking about?I
It's off.	"I'm going
Cameron, I'm a little busy	. I
Don't make me do it,	you know."
Gigglepuss is playing there tomorrow	.
So what does that give	us?Well
Okay -- Likes:  Thai	, Thai food,
I've retrieved certain pieces of	information from the internet
What've you got for me?	I
Yeah -- we'll see.	Q:
And he means that strictly	speaking, the government is
And why would I do	that? Because I'm
Leave my sister alone.	I'm not going to
Your sister here?	You're not going to tell
Away.	"I'm not going
Where ya goin?	I'm gonna
Not at all	.The only thing that
Hey -- do you mind?	I'm just going
They're running the rest of	the game. They
Yeah, and I noticed the	same thing with the
The vintage look is over,	but the new look
Enough with the Barbie n'	Barbie jokes. I
I don't know, Dorsey.	I don
Get her to act like	a normal person.
Do what?	The answer is that you
How'd you do it?	I was
A deal's a deal.	The deal
It's about time.	The first thing
Forget her sister, then.	"
Forget it.	I'm not going to let
A hundred bucks a date.	"I
What?	You're not going to tell me what
I just upped my price	to $10.
I got her under control.	I was able to
Watching the bitch trash my	momma made me
I'm on it	. I'm on it.
When I shell out fifty,	I'm going to
Fifty, and you've got your	own little
Take it or leave it.	The first
Fine, thirty.	"I'm sorry
I can't take a girl	who's not my
How much?	$10.00
I can't date her sister	, but I can
You're gonna pay me to	do this, right
You got it, Verona.	You're a
But you'd go out with	a girl, and
You need money to take	care of your family.
You just said	that you're going to be a
Sure, Sparky.	I'm not going to
Yeah, whatever.	I'm going to go get
Two legs, nice rack.	I'm
What do you think?	[Image via
Yeah	, I'm not sure I'm going to
Hey -- it's all for	the best. I
You better not fuck this	up.I
What?	You're not going to tell me what
You and Verona?	I'm not
Uh,  yeah.	I'm sorry. I
I hear you're helpin' Verona.	
So what you need to	do is to create a
Does this conversation have a	happy ending?
But she can't go out	and buy a new
We're not.	We're not. We're
Well, actually, I thought I'd	just say
We don't chat.	We don't talk about
Nope - just came by	to check it out
Are you lost?	I'm lost.
Hey.	I'm sorry. I'm sorry.
Oh, honey -- tell me	about it."
William - he asked me	to come to his house
Who?	I'm not sure. I
Have you seen him?	I've seen
Oh, good.	I'm glad you're here
You ' re looking at	You're looking at the same thing, and
Okay, okay, we won't go.	We
Listen to you!	I'm going to
Well, I guess we're not,	but we
Can you even imagine?	I'm not
I got drunk.	I got drunk and I got
You didn't	have to be a doctor to know
I did Bianca a favor	and I'm going
You didn't have a choice?	I
I didn't have a choice.	I had to
You went to the party?	I went
Who cares?	I'm not going to
What'd he say?	"I'm
No fear.	I'm not going to let you
You think this'll work?	I don
If I was Bianca, it	would be like
Does it matter?	The answer is yes
I appreciate your efforts toward	the preservation of the historic
Neither has his heterosexuality.	"I
That's never been proven	, but it's a
William didn't even go to	the hospital. He
William would never have gone	to the police if he
So he has this huge	ego, and he's
You could always go with	a more traditional approach,
The people at this school	are very good at what
But imagine the things he'd	say if he were
I realize that the men	who are in the military
An attempted slit.	"I'm sorry
What's this?	You're not going to let
Just a little.	"I'm not
Mandella, eat.	The first thing
Block E?	The answer is yes.
He always look so	happy. He's always smiling
I'm sure he's completely incapable	of doing that
That's Pat Verona?	"I
Patrick Verona   Random	House, 2010 -
Who's that?	You're not going to believe
Don ' t you even	Don't you even know what a's
Oh, Bianca?	You're not going to
Because I like to torture	myself, I'm going
Why is my veggie burger	so good?
Yeah, but then I fucked	up. I fucked
Is that right?	I'm sorry,
Besides, I had some extra	time to do some
I thought you could use	it to get rid of
A Fender Strat.	The guitar is
I didn't care about the	money. I just
Really?	I'm not sure what you mean by
It wasn't like that.	I was just a
You were paid to take	care of me. I
Wait I.	Don't. Know. What.
It gets worse -- you	can't even get a
That ' s completely adorable!	That's completely adorable!I'm
That's where I was last	year, and I
What?	You're not going to tell me what
My grandmother's .	My grandmother's... she was a very
Look, I'm  -- sorry	, I'm
Oh huh	, I'm sorry, I didn't
It's just something I had.	I'm not
It's Scurvy's.	The
How'd you get a tux	edo?"
Nothing!	I'm not going to let you do
Answer the question, Patrick	, and I'll tell
You need therapy.	You need help. You need
You tell me.	What do you think of the
So I have to have	a little bit of a
Create a little drama?	I'm not
Because I don't want to.	I don't
Why not?	The answer is that the
No, I won't go with	you. I
No what?	I'm not sure what
No.	1 in the country, and the No
You know what I mean	? I'm not going
Is that a request or	a request for a favor
Go to the prom with	your friends and enjoy the
You're amazingly self-assured.	You're
No one else knows	what happened to him.
What?	You're not going to tell me what
You're sweet.	You're sweet. You're
No -- something real.	"I'm
I hate peas.	I hate peas. I hate
Tell me something true.	I am not a man
I know the porn career's	not for everyone,
Hearsay.	The first thing you
The duck?	The duck?
Fallacy.	The following is a list
State trooper?	The trooper is the person
For.	The first thing you need to
You up for it?	I'm not
You never disappointed me.	I never thought you'd
How?	The answer is simple: you
Then you screwed up	. You're not going to
Something like that	."I'm not
So if you disappoint them	, they'll be disappointed
I don't like to do	that. I don
Yes	, I'm not sure I can say that
Acting the way we do.	We
So what's your excuse?	I'm
Yeah, well, don't let it	get to
A soft side?	The soft side is
I dazzled him with my	beauty and my beauty
So how'd you get Chapin	to do that
Good call.	The first thing you need
I figured it had to	be a mistake. I
The Partridge Family?	The Partridge
Maybe.	I'm not sure if I
You want me to climb	up on the roof of
Forget it.	I'm not going to let
Put your right foot there	.Now,
Try lookin' at it from	the outside.
C'mon.	You're not going to get
I guess I never told	you about the time I
Look up, sunshine	!""I'm
He left!	I was so scared.
Other than my upchuck reflex?	
So what did I have	to do to get a
Don't for one minute think	that this is a
Unwelcome?	If you are not
Unwelcome.	"I'm sorry
Wholesome.	The first thing you
Pleasant?	I'm not sure
You 're so --	You're so --"I'm
I heard there was a	lot of talk about the
What are you doing here?	I'm
Excuse me, have you seen	the new movie
No offense, but you're sister	is a bitch
BIANCA	, CA 91703
Who?	I'm not sure. I
He just wants me to	be happy. He wants
So what ' s up	So what's up with that?
I'm gettin' there	. I'm getting
Oh, so now you think	I'm a bad
You don't strike me as	a guy who's
My father wouldn't approve of	me doing this,
Start a band?	I'm a musician
This.	The first thing you need to
Do what?	The answer is that you
I should do this.	I should do this.
Why'd you lie?	I'm not
Then why'd you ask?	I was
No, you weren't	. You were just a
Maybe.	I'm not sure if I
Were you in jail?	I was in
Busy	, but I'm not sure if it
When you were gone last	night, I was thinking
But it's Gigglepuss - I	'm
And I'm in control of	my own destiny.
What?	You're not going to tell me what
Kat!	The first thing I noticed was
You know what they say	about the devil in the
I thought you were above	that.""
Hey man.	I'm sorry. I'm sorry
I know.	I know. I know. I
I hate him.	I hate him. I hate
Dorsey.	"I'm not
Who?	I'm not sure. I
Why'd you let him get	away?"
Just let me sit down.	I'll be right
See that?	That's the one that's going
Like you could find one	in the middle of the
Because then I'd have to	go back to the
Why?	The answer is that the government
Sure, I do	have a few things to say
You don't care if I	'm dead or not
I told you	I was going to be a doctor
Why 're you doing this?	Why're you doing this?', 'what
Leave it to you to	decide if you want to
This is so patronizing.	I'm not even
What if you have a	friend who is a fan
I know, just let me	know if you need
Uh, uh.	I'm sorry. I'm
I just need to lie	down and relax. I
You're not okay.	You're not okay."
I'm fine.	I'm fine. I'm
Okay?	I'm not sure. I
Funny, you're the only one	who can
I say, do what you	want. I'm
"I'm getting trashed, man.	I
What's this?	You're not going to let
Why, don't you?	I'm
You know who The Raincoats	are? They
You know, these guys are	really good at what
Do you mind?	I'm not sure if I
That's what you want, isn't	it?"
Excuse me?	I'm sorry, I'm
hey.	"I'm not sure what
Depends on the topic.	I'm
You're not a big talker,	are you
Hi	, I'm a student at the University of
I was in the laundromat.	I was
Are you following me?	I'm not
Seven-thirty?	I'm not
You -- covered in my	own blood -- I'm
Come on -- the ponies,	they're all so
And why would I do	that? Because I'm
Then say you'll spend Dollar	$1,000
I don't really think you	can do that.
You hate me don't you?	You hate me
I know a lot more	about the game than I
Like where?	I'm not sure.
The night I take you	to the house, I
Oh, right.	I'm sorry. I'm
Pick you up Friday, then	you can pick me
My mission in life.	I'm going to be
There's a way to get	around it, though
Sweating like a pig, actually.	
I mean Wo-man.	I'm not going
Oh, Christ.	I'm so sorry. I
When I go?	I'll be back."
You know, fathers don't like	to see their
No -- impressed.	I'm not sure
What's the matter?	I'm not
Bianca did what?	"I
The part where Bianca beat	her sister, and
Which parts?	The first part is the
Parts of it.	The first thing I
So tell me about this	new thing.
No, Daddy.	I'm not going to do
I don't understand the allure	of the '
Funny.	I'm not sure if I'm
Yeah.	I'm not sure if I'm going
Was that your sister?	I'm sorry
I want to go to	the beach, but I
You're eighteen.	You're not going to be
So what I want doesn't	matter. I want
As a parent, that's my	job. I
Because you're making decisions for	yourself, you're
Why can't we agree on	this?
I thought you were punishing	me for being a woman
Is this about Sarah Lawrence?	I think
Then tell them I had	a good time.
My insurance does not cover	the cost of the surgery
Enough!	The first thing you need to
This from someone whose diary	is filled with the most
You decided.	You're going to be a good
I thought we decided you	were going to be a
I know.	I know. I know. I
Just smack her now.	"I'm
Am I supposed to feel	bad for him?"
No .	No.........
Tempestuous?	The first thing to
The point is Kat --	and the rest of the
I still maintain that he	's a great player,
Well, yes, compared to your	own, but
Expressing my opinion is not	a crime.
Katarina Stratford.	"I
Yeah.	I'm not sure if I'm going
Kat a fan, too?	"I
Right.	I'm not sure if you
Macbeth, right?	The first
Oh yeah.	I'm not going to lie.
You think?	I think it's a
Yeah.	I'm not sure if I'm going
Cool pictures.	The first thing you'll
Hi.	I'm a big fan of the game
Hey there.	I'm a little late. I
Man -- don't say shit	about me.
Sweet love, renew thy force!	And
You were right.	I'm sorry."
No - I've got a	lot of work to
So you got cozy with	the guys, and you
I'm likin' you guys better	than the
I prefer to think of	the world as a series
Yeah.	I'm not sure if I'm going
Ever been to Club Skunk?	Club
Just for now.	"I'm not
Are you telling me I'm	not going to be
Good enough.	I'm going to go back to
What?	You're not going to tell me what
We're your guys.	We're your guys.
You two are gonna help	me out with this?"
Patrick, Pat, you're not looking	good.
So Dorsey can get the	ball rolling.
That's where we can help	.We
Dorsey can plow whoever he	wants,
I think I speak correctly	. I think I speak
What is it with this	guy?The
The situation is, my man	, that the people
What plan?	The plan is to have
Whatever the hell it is	, it's a good
What?	You're not going to tell me what
Say it	ain't so, but it's a
See you next week!	<|endoftext|>
You're completely demented.	You're insane.
Well, you know -- there's	a lot of
You weren't abused, you aren't	a victim
What's to discuss?	The first thing
Why don't we discuss your	work?
I'm at a loss, then.	I'm
Touch of the flu.	The flu is
I don't understand, Patrick.	I don't
With the teeth of your	teeth, you can't
It was a bratwurst.	It was
It says here you exposed	yourself to the risk of
I missed you.	I missed you. I missed
That ' s what I	That's what I'm talking about.
Absolutely not.	The only thing that's
Did I have anything to	do with it?"
Your daughters went to the	same school, and they
What just happened?	The first thing I
But -- who -- what	is the point of this
Have a great time, honey!	I
Dr.	David Scharf, a professor of medicine
What do you wanna watch?	I'm
Kissing?	Yes, you can
They'll dance, they'll kiss, they'll	have
Pirate -- no question.	The Pirate
Would you rather be ravished	by a beautiful woman
You're not helping.	You're not helping."
Tumescent!	The first thing you
Jesus!	The Lord Jesus Christ, the
Sarah Lawrence is on the	cover of the new issue
What's a synonym for throbbing?	
Make anyone cry today?	I'm not
In the microwave.	The microwave is a
Can't be that far, I	think.
We left three weeks ago,	and I'm still
We should have seen land.	We should have seen
We'll all go crazy.	We'll all be
He's the devil's child.	He's the
With a face like that?	"I
Ah, leave him alone.	He's not a
What are you listening to,	Mr. President?
You'll be drinking your own	urine, and you
The water's going putrid in	here. I
I never seen heat like	this before," said Dr
IF-GOD-WILLS-IT!	
Asia can be found to	be a very dangerous place
Blind faith is what I	'm talking about.
Don't you realize your words	are meaningless?"
Did He not choose a	man who was a man
If God intended our proximity	to the sun to be
No.	1 in the country, and the No
Is that all that interests	you?I
Trade, Your Excellency.	The
If they agree to follow	the rules, they will
Your life, and that of	your children, will
Your Eminence, there is only	one thing that
Excellency, you are right.	I am
Senor Colon, an experienced captain	, was the
Then you cannot ignore that	the people who are in
I am, Your Eminence	, the most honored
Unfortunately, Don Colon, that is	not the case
Yes, your Eminence.	I am not sure
You say Asia can be	a place where you can
A waste.	"I'm not going
What a tragedy.	I'm not sure
You can see for yourself.	The first
On the contrary, Your Eminence.	
It won't be easy to	get the word out
Indeed.	The problem is that the "
He is a mercenary!	He is a mercenary!
Naturally.	"I'm not sure if
The Judgment is ours!	The Judgment is
The State has some reason	to be concerned about the
I can't keep my eyes	open. I can
What is it, now?	It's
I am busy inside.	I am busy inside.
Can't you stay with us	?""
Not everything.	The first thing I noticed
They took everything.	They took everything. They took
They tried.	They tried. They tried. They
God.	The Bible is the word of
I can arrange for the	delivery of the goods to
You don't usually ask.	You don't usually
Beatrix, I want to ask	you about the
That's something you can't decide.	You can
I don't want you to	be afraid of me
I'm not asking you to	do anything, but
Thank God.	I'm not going to be able
She said yes.	"I'm going
I find that hard to	believe. I'm not
Perhaps I was never meant	to be a doctor.
I'd love to argue with	you about that,
Are we going to argue?	I'm
Well.	I'm not sure what to say.
I haven't given you much	time to think about
I know.	I know. I know. I
I could be gone for	a week or two,
I am afraid this is	not the case. I
How could I be?	I'm not a girl
I am not a seaman.	I am a
How far from here?	The first thing
Congratulations.	You're a great guy.
Viceroy of the West Indies.	
Appointment to what?	I'm not
My letters of appointment.	I have been
Yes.	I'm not sure if I'm going
Don Alonso de Bobadilla.	The
Bartolome and Giacomo Colon.	
May I ask by whom?	The answer
Forgive me, Don Bobadilla --	I
I understand that you will	be able to use the
Tell me the first thing	you know about me."
Really?	I'm not sure what you mean by
I want you to tell	me what you think about
He never had one.	He was a very good
He asks when he can	get back to work.
What does he say?	"I'm
I am not listening, Father.	I am not
What are you listening to?	I'm
There must be a passage	in the Constitution that says
Father.	"I'm sorry, I
Not bad.	I'm not sure if
How are you feeling, Fernando?	F
This time with me!	I'm going to be
I have to explore the	world of the future,
Yes.	I'm not sure if I'm going
Do you swear on all	three of your holy books
You promise?	I promise.
There'll be a time.	It'll be a
I want to go with	the best of both worlds
All of them created by	the same person.
Roofs.	The roof is made
What do you see?	I see a
Look out of that window.	I'm
I am not afraid of	death. I am not
Call them.	The first thing you need
All I have to do	is get the ball to
To rise so high, in	fact, that it
What.	What?What?
You seem to have a	lot of respect for the
Good!	I'm going to go get some coffee
Don Bobadilla is already a	big name in
But we do have a	lot of work to do
for a commoner?	The answer is
You defend yourself admirably.	You're a
Forgive me, Don Colon.	I'm sorry
They don't see sin in	the world, they
If you won't accept our	offer, we will
And were you never ambitious,	you would have been
Then you are too ambitious.	You want to be
I'm not bargaining!	I'm not negotiating!"
I remind you, Senor Colon,	that the
NO.	1: The first thing I want to
No?	No, I'm not.
No.	1 in the country, and the No
You never learned how to	play the piano until you
Utapan, won't you speak to	him?"
You did the same to	me. I'm not
You have to find them,	and you have to
Ask him if he will	be able to help you
He understands.	He's a good guy. He
We will work with his	family to ensure that he
He has medicine.	He has a doctor. He
Chief says.	"I think it's
and also to bring medicine.	The first
Chief says -- he has	a lot of respect for
To bring the word of	God to the people,
Why?	The answer is that the government
Thousands.	The number of people who have
Chief says -- how many?	-- that the number
Tell him his country is	in trouble. He'll
Chief knows.	"I'm not going
Tell the Chief we thank	you for your service to
You come!	I'm here!
Island.	The island is home to
What is it?	The new version of
Say not here!	I am not here
I don't know.	I don't know.
Oh?	What's that?""I
New worlds create new people.	The world
I knew you would.	I knew you would.
I have to disagree.	I think it's a
You'll always be older than	me, but I
I suppose we're both old	enough to remember the
Give me absolution.	I want absolution.
I believed in you.	I believed in you.
You are bound by an	agreement to pay a fee
My son, my son.	I'm sorry.
If I tell them, they	'll say, '
May God forgive you.	I'm sorry
I am not sure.	I am not sure if
How long?	The first time I saw
I lied.	I was just trying to get a
What are you saying?	You're saying that I
Father, I have betrayed my	father. I have
I am listening, my son.	I am listening
Forgive me, Father.	I am not a
In Nomine Patris et Filius,	"
Colon!	I'm sorry, I
All of them!	I'm not sure
Damn all of you!	I'm going to be
Colon!	I'm sorry, I
Damn God!	I'm so sorry!"
If God intends you to	be a good person,
Wait!	I'm not done yet! I'm
You mustn't give way to	the enemy."
Only God knows the meaning	of the words, but
I've been contradicted all my	life. I've
You get so carried away	with the idea of what
Passion is something one cannot	control. It is
Father Marchena!	I'm sorry
I'll try to remember that,	but I'm
Two minutes.	"I'm sorry,
So was Christ!	The Bible says that
Esdras is a Jew.	He is a
The calculations of Toscanelli Marin	etti, a
How can you be so	sure that you're not
Ignorance!	The following is a
How can you be so	sure that you're not
To open a new route	, you must first select
Why do you wish to	be a hero?"
With some difficulty.	The first thing I
How did you manage it?	I was
That's what it says.	"I
God.	The Bible is the word of
Father, I am doing what	I can to help
Diego is a bright boy	, but he's
Your Majesty -- some men	are born with a talent
There is one thing I'd	like to say to
Thank you.	I'm sorry.
But without your brothers.	I'm sorry
They come and go as	they please, but they
Do they have such thoughts?	"I
Thirty seven, Your Majesty.	The King
How old are you, Senor	?"
A woman?	A woman?
I know what I see.	I know what I
You show no inclination to	be a good person,
May I speak freely?	I am not
Surely you can do anything	you want with your
I cannot ignore the verdict	of the court. I
That she was impregnable.	"
What did they say about	the new car?
The ocean is uncrossable?	Yes
No more than the woman	who has been raped by
I should not even be	here. I should have
You will regret this.	You will regret
You'll be held in detention,	and you'll
Savagery is what monkeys understand.	
In one act of brutality,	the police shot and
You did not hear me,	did you?"
Don Moxica -- we all	know him as
My horse doesn't work.	I'm not going
We can't raise the wheel	, we can't
We came here to stay!	We came here to
We don't need to know.	We don't
You want a war?	You want a war?
If you want to keep	up with the latest news
We lost cousins, friends.	We lost a lot
The Indians have no such	problem. They have a
And you say this is	a good thing?
We can't be.	We can't be."
He's drawing an isthmus.	He's
What's he doing?	He's doing
Twenty eight.	The first thing I noticed
What do you read?	I read a
Come over here.	I'll show you what I
Well, I surely know what	you're thinking.
And what do you think	? Do you think the
Well.	I'm not sure what to say.
God be with us admiral.	We are all
Due west, Captain Mendez.	The
You're right.	I'm not sure what to
You tell that to them!	I'm
Pinzon, Pinzon.	Pinzon
You bloody.	You're not going to get away
You never did.	You never did."
Jesus Maria!	The first thing I noticed
And then what?	"I'm not
You don't know anything!	You don't know
The land is there.	It's not a problem
We're lost!	We're lost!"
You think I don't know	what I'm talking
We're on the verge of	a major shift in
We have to keep the	pressure on them," he
You must be mad.	You must be mad.
Six days ago, yes.	I'm
You lied!	You lied!""I
Immediately.	"I'm sorry,
Where can I meet this	guy?You
Because he is not afraid	of the consequences of his
Then why?	The answer is that the
I know, I should not	have said that.
And who would you think	would be the first to
He must be replaced.	"I'm
Then, what do you suggest,	if you're
Is this true, Brother Buyl?	
But there is worse.	The government has been trying
We weren't expecting immediate profits,	but we were
Every ship returns with a	full set of equipment and
Yes.	I'm not sure if I'm going
Into a monk.	"I'm
Never, Your Majesty.	I am not a fool
You were right, Don Sanchez.	I'm sorry
Yes, Your Majesty.	I am the King of
Is that the man I	'm looking for?"
Officers, there's your killer, do	you see
so we kill someone famous	, we kill someone famous
I don't think it's abuse,	but it
I'm abused.	I'm abused. I'm
Can I see your back?	No,
Out on my back when	I was a kid,
Your father put cigarettes out	of his mouth. He
That's what he did to	me. He took
Yeah, he hated me from	the start. He
Your father blamed you for	the death of your mother
Yeah, yeah.	I'm not going to say
Back in the Czech Republic?	The Czech
Yeah, she went blind giving	birth to a baby
Your mother was blind?	I'm not
My father always degraded me.	He was a man
Tell me about yourself.	I'm a
Give me another one, please.	I'm not
I need to know about	the other side of the
What else do you need?	The following
This is not about money,	it's about the
Thirty-percent.	The report also found
But it's.	... it's a
No.	1 in the country, and the No
I would say.	I think it's a good
What's your cut?	I'm not
Look, I haven't really focused	on the details
What about my movie rights?	If you
Don't worry about him.	He's not going
No, he is here.	He is here.
Disappeared.	The following day,
What about Oleg?	Oleg:
Well, you didn't appreciate the	fact that I
I was all of these.	I was all of
delusions and paranoia.	The first thing
Oh, sure.	I'm not going to say
You bring the cigarettes?	No, I
I brought you some letters.	I'm going to
I'm invoking rights - this	is not a right
Yes.	I'm not sure if I'm going
