He just wants me to	be happy. He's
So what ' s up	So what's up with the's?
I'm gettin' there	, baby. I
Oh, so now you think	I'm a bad
You don't strike me as	a man who would
My father wouldn't approve of	me doing that,"
Start a band?	If you're a
This.	"I'm not sure what
Do what?	The answer is simple:
I should do this.	I should do this.
Why'd you lie?	I'm not
Then why'd you ask?	"I
No, you weren't	. You were just a
Maybe.	"I'm not sure,"
Were you in jail?	I was in
Busy	Box.java:784) at com
When you were gone last	night, I was thinking
But it's Gigglepuss - I	'm
And I'm in control of	my life. I
What?	I'm not sure what you
Kat!	I'm not sure if I
You know what they say	about the best defense being
I thought you were above	it.""
Hey man.	I'm sorry. I'm sorry
I know.	I'm not a fan of the
I hate him.	I hate him. I hate
Dorsey.	"I'm not
Who?	The answer is: the people
Why'd you let him get	away with it?"
Just let me sit down.	I'm not going
See that?	That's the same thing that happened
Like you could find one	in the back of a
Because then I'd have to	go back to the
Why?	The answer is simple: the
Sure, I do	have a few things to say
You don't care if I	'm a woman or
I told you	I'd be back."
Why 're you doing this?	Why're you doing this? You're not
Leave it to you to	be the first to tell
This is so patronizing.	I'm
What if you have a	friend who is a member
I know, just let me	know if you need
Uh, uh.	I'm sorry. I'm
I just need to lie	down and rest for a
You're not okay.	You're not okay.
I'm fine.	I'm fine. I'm
Okay?	I'm not going to lie
Funny, you're the only one	who's
I say, do what you	want to do.
"I'm getting trashed, man.	I
What's this?	A new game?
Why, don't you?	I'm not sure
You know who The Raincoats	are? They
You know, these guys are	just so good.
Do you mind?	I'm not sure
That's what you want, isn't	it?
Excuse me?	I'm not sure
hey.	"I'm not sure what
Depends on the topic.	If you
You're not a big talker,	but you
Hi	, I'm a new user. I'm
I was in the laundromat.	I was
Are you following me?	I'm following
Seven-thirty?	"I'm
You -- covered in my	blood, you're a
Come on -- the ponies,	the ponies, the
And why would I do	that? I'm not
Then say you'll spend Dollar	$1,000
I don't really think you	can say that about
You hate me don't you?	I'm so
I know a lot more	about the game than I
Like where?	The first thing you need
The night I take you	home, I'll be
Oh, right.	I'm sorry. I'm
Pick you up Friday, then	we'll be off
My mission in life.	I'm going to be
There's a way to get	around this.
Sweating like a pig, actually.	
I mean Wo-man.	I'm
Oh, Christ.	I'm sorry. I'm
When I go?	I'm not sure
You know, fathers don't like	to be the
No -- impressed.	"I'm not
What's the matter?	"I'm
Bianca did what?	"I
The part where Bianca beat	the crap out of
Which parts?	The first thing to note
Parts of it.	The first thing I
So tell me about this	new book.
No, Daddy.	I'm not going to be
I don't understand the allure	of the "
Funny.	"I'm not sure
Yeah.	I'm not sure what you
Was that your sister?	I was.
I want to go to	the next level. I
You're eighteen.	You're not going to be
So what I want doesn't	have to be the
As a parent, that's my	job. I
Because you're making decisions for	the future of the
Why can't we agree on	anything?"
I thought you were punishing	me for being a little
Is this about Sarah Lawrence?	No,
Then tell them I had	a great time.
My insurance does not cover	the cost of the surgery
Enough!	The first thing you need to
This from someone whose diary	is filled with the kind
You decided.	You're not going to
I thought we decided you	were going to be a
I know.	I'm not a fan of the
Just smack her now.	"I'm
Am I supposed to feel	bad for him?
No .	No.........
Tempestuous?	The answer is yes
The point is Kat --	and the rest of us
I still maintain that he	was a good man,
Well, yes, compared to your	own, I
Expressing my opinion is not	a crime.
Katarina Stratford.	"I
Yeah.	I'm not sure what you
Kat a fan, too?	"I
Right.	The first thing to do is
Macbeth, right?	The first
Oh yeah.	I'm a big fan of the
You think?	I think that's a
Yeah.	I'm not sure. I think it
Cool pictures.	The first thing I noticed
Hi.	I'm a little bit of a fan
Hey there.	I'm a writer and I'm
Man -- don't say shit	."
Sweet love, renew thy force!	The
You were right.	I was wrong. I was
No - I've got a	lot of time on
So you got cozy with	the devil, and you
I'm likin' you guys better	than me
I prefer to think of	it as a kind of
Yeah.	I'm not sure. I think it
Ever been to Club Skunk?	Yes
Just for now.	"I'm not
Are you telling me I'm	not allowed to be
Good enough.	The next step is to
What?	I'm not sure what you
We're your guys.	We're your family.
You two are gonna help	me out. I'm
Patrick, Pat, you're not looking	at the
So Dorsey can get the	job done.
That's where we can help	. We can help
Dorsey can plow whoever he	wants,
I think I speak correctly	. I think I speak
What is it with this	guy? He's always
The situation is, my man	, you're a
What plan?	The plan is to have
Whatever the hell it is	, I'm not sure
What?	I'm not sure what you
Say it	's a good thing that you're not
See you next week!	<|endoftext|>
You're completely demented.	You're a complete
Well, you know -- there's	a lot of
You weren't abused, you aren't	a victim
What's to discuss?	The first thing
Why don't we discuss your	ideas?"
I'm at a loss, then.	I'm
Touch of the flu.	The flu vaccine
I don't understand, Patrick.	I don't
With the teeth of your	tongue, you can taste
It was a bratwurst.	
It says here you exposed	yourself to the public,
I missed you.	I missed you so much.
That ' s what I	That's what I'm talking about. I
Absolutely not.	"I'm not going
Did I have anything to	do with it?"
Your daughters went to the	school, and they were
What just happened?	The first thing to
But -- who -- what	-- what's the difference
Have a great time, honey!	[
Dr.	David A. Kroll, a professor
What do you wanna watch?	I'm
Kissing?	I'm not sure
They'll dance, they'll kiss, they'll	do
Pirate -- no question.	"I
Would you rather be ravished	by a demon or
You're not helping.	You're not helping.
Tumescent!	The first thing you
Jesus!	I am the Lord your God
Sarah Lawrence is on the	cover of the latest issue
What's a synonym for throbbing?	
Make anyone cry today?	I'm not
In the microwave.	In the microwave.
Can't be that far, I	guess.
We left three weeks ago,	and I'm still
We should have seen land.	We should have seen
We'll all go crazy.	"I
He's the devil's child.	He's the
With a face like that?	"I
Ah, leave him alone.	He's a little
What are you listening to,	you little bitch?"
You'll be drinking your own	blood, and you
The water's going putrid in	here."
I never seen heat like	that," said one witness
IF-GOD-WILLS-IT!	
Asia can be found to	the north of the city
Blind faith is what I	have been taught.
Don't you realize your words	are being used against
Did He not choose a	different path?
If God intended our proximity	to Him to be a
No.	1: The first thing I want to
Is that all that interests	you?I
Trade, Your Excellency.	The
If they agree to follow	the rules, they will
Your life, and that of	your family, is
Your Eminence, there is only	one thing I
Excellency, you are right.	I am
Senor Colon, an experienced captain	, was the
Then you cannot ignore that	the same people who are
I am, Your Eminence	," he said,
Unfortunately, Don Colon, that is	the name of
Yes, your Eminence.	I have a question
You say Asia can be	a good place to live
A waste.	"I'm not going
What a tragedy.	The only thing that
You can see for yourself.	The first
On the contrary, Your Eminence.	I am
It won't be easy to	get the ball rolling
Indeed.	The first thing to note is
He is a mercenary!	He is a mercenary!"
Naturally.	"I'm not sure what
The Judgment is ours!	The Judgment is
The State has some reason	to believe that the defendant
I can't keep my eyes	open for long,
What is it, now?	"I
I am busy inside.	I am not going to
Can't you stay with us	?""
Not everything.	The most important thing is
They took everything.	They took everything. They took
They tried.	They tried. They tried. They
God.	"I'm not going to
I can arrange for the	delivery of the goods to
You don't usually ask.	"I
Beatrix, I want to ask	you a question
That's something you can't decide.	You can
I don't want you to	be a victim of
I'm not asking you to	do anything that you
Thank God.	I'm not sure what I'm
She said yes.	"I'm not
I find that hard to	believe."
Perhaps I was never meant	to be a hero.
I'd love to argue with	you about this,
Are we going to argue?	I don
Well.	I'm not going to say that I
I haven't given you much	time to think about
I know.	I'm not a fan of the
I could be gone for	a while, but I
I am afraid this is	the end of the road
How could I be?	I'm a woman.
I am not a seaman.	I am a
How far from here?	The first thing
Congratulations.	I'm going to go ahead
Viceroy of the West Indies.	
Appointment to what?	The appointment of
My letters of appointment.	I have been
Yes.	Q. And you're not
Don Alonso de Bobadilla.	The
Bartolome and Giacomo Colon.	
May I ask by whom?	The answer
Forgive me, Don Bobadilla --	I
I understand that you will	be able to use the
Tell me the first thing	you do when you get
Really?	I'm not sure what you mean.
I want you to tell	me what you think of
He never had one.	He was a very good
He asks when he can	get a job.
What does he say?	"I'm
I am not listening, Father.	I am not
What are you listening to?	I'm
There must be a passage	in the Bible that says
Father.	"I'm sorry, I
Not bad.	The first thing I noticed
How are you feeling, Fernando?	F
This time with me!	I'm going
I have to explore the	world, and I have
Yes.	Q. And you're not
Do you swear on all	the gods and all the
You promise?	I promise.
There'll be a time.	I'll
I want to go with	the first one, but
All of them created by	the same person, and
Roofs.	The roof is made
What do you see?	I see a
Look out of that window.	"I
I am not afraid of	the future. I am
Call them.	"I'm not going
All I have to do	is get the right people
To rise so high, in	the face of such
What.	I'm not sure what you
You seem to have a	lot of time on your
Good!	I'm glad you like it! I
Don Bobadilla is already a	member of the
But we do have a	lot of work to do
for a commoner?	"I'm
You defend yourself admirably.	You're a
Forgive me, Don Colon.	I'm not
They don't see sin in	the same way that
If you won't accept our	terms, you can
And were you never ambitious,	or did you just
Then you are too ambitious.	You want to be
I'm not bargaining!	I'm not going to
I remind you, Senor Colon,	that I
NO.	The first thing to note is
No?	I'm not sure. I
No.	1: The first thing I want to
You never learned how to	be a man. You
Utapan, won't you speak to	me?"
You did the same to	me. I'm not
You have to find them,	and you have to
Ask him if he will	be able to make it
He understands.	He's a good guy. He
We will work with his	team to ensure that the
He has medicine.	He has a doctorate.
Chief says.	"We're not going
and also to bring medicine.	The first
Chief says -- he has	no idea what's going
To bring the word of	God to the world,
Why?	The answer is simple: the
Thousands.	The first of the two-
Chief says -- how many?	"I
Tell him his country is	not a country of laws
Chief knows.	"I'm not going
Tell the Chief we thank	you for your service and
You come!	I'm here to help you!"
Island.	The island is home to
What is it?	The "C"
Say not here!	I am the one
I don't know.	I don't know.
Oh?	What's that?""A
New worlds create new people.	The world
I knew you would.	I knew you would.
I have to disagree.	I think the best way
You'll always be older than	me, but I
I suppose we're both old	enough to know that
Give me absolution.	I'm not
I believed in you.	I believed in you.
You are bound by an	oath to protect the people
My son, my son.	I'm going to
If I tell them, they	say, 'Oh
May God forgive you.	I'm sorry
I am not sure.	I think it's a
How long?	The first time I saw
I lied.	I didn't lie. I didn
What are you saying?	You're saying that I
Father, I have betrayed my	father. I have
I am listening, my son.	I am listening
Forgive me, Father.	I have sinned
In Nomine Patris et Filius,	the
Colon!	The colon is the first
All of them!	The first one is
Damn all of you!	I'm not going to
Colon!	The colon is the first
Damn God!	I'm so sorry!"
If God intends you to	be a good person,
Wait!	I'm not going to be a part
You mustn't give way to	the enemy.
Only God knows the meaning	of the word 'God
I've been contradicted all my	life. I've
You get so carried away	with the idea of the
Passion is something one cannot	help but feel when
Father Marchena!	Marchena
I'll try to remember that,	but I'm
Two minutes.	"I'm sorry,
So was Christ!	The Bible says that
Esdras is a Jew.	The
The calculations of Toscanelli Marin	ov, a
How can you be so	sure that the person you
Ignorance!	The first thing I
How can you be so	sure that the person you
To open a new route	, you must first open
Why do you wish to	be a part of this
With some difficulty.	"I'm not
How did you manage it?	I was
That's what it says.	"I
God.	"I'm not going to
Father, I am doing what	I can to help
Diego is a bright boy	, but he's
Your Majesty -- some men	are born to rule,
There is one thing I'd	like to say about
Thank you.	I'm sorry.
But without your brothers.	I'm not
They come and go as	they please, but they
Do they have such thoughts?	"I
Thirty seven, Your Majesty.	The Emperor
How old are you, Senor	?"
A woman?	A woman?
I know what I see.	I see a man
You show no inclination to	do so.
May I speak freely?	I am not
Surely you can do anything	you want to do
I cannot ignore the verdict	of the jury. I
That she was impregnable.	"
What did they say about	the new album?
The ocean is uncrossable?	The
No more than the woman	who is not married to
I should not even be	here.""
You will regret this.	You will regret
You'll be held in detention,	and you'll
Savagery is what monkeys understand.	
In one act of brutality,	the police killed a
You did not hear me,	did you?"
Don Moxica -- we all	know who he
My horse doesn't work.	I'm not sure
We can't raise the wheel	barrow to the
We came here to stay!	We came
We don't need to know.	We don't
You want a war?	You want a war?
If you want to keep	your data safe, you
We lost cousins, friends.	We lost our lives
The Indians have no such	problem. They have a
And you say this is	a good thing?
We can't be.	We're not going to
He's drawing an isthmus.	He's
What's he doing?	"I'm
Twenty eight.	"I'm not sure
What do you read?	I read a
Come over here.	I want to see what you
Well, I surely know what	I'm doing.
And what do you think	of the new design?
Well.	I'm not going to say that I
God be with us admiral.	The
Due west, Captain Mendez.	Captain
You're right.	I'm sorry. I'm
You tell that to them!	I'm
Pinzon, Pinzon.	P.
You bloody.	You bloody. You bloody. You
You never did.	"I'm not
Jesus Maria!	I am so happy to
And then what?	"I'm not
You don't know anything!	You don't know
The land is there.	The people are there.
We're lost!	We're lost! We're
You think I don't know	what I'm talking
We're on the verge of	a new era of
We have to keep the	pressure on the government to
You must be mad.	You must be
Six days ago, yes.	I'm
You lied!	You lied!""I
Immediately.	"I'm not going
Where can I meet this	person?You
Because he is not afraid	of the consequences of his
Then why?	The answer is simple:
I know, I should not	have done that.
And who would you think	would be the first to
He must be replaced.	"I'm
Then, what do you suggest,	Mr. President
Is this true, Brother Buyl?	
But there is worse.	The government has
We weren't expecting immediate profits,	but we were
Every ship returns with a	full complement of supplies,
Yes.	Q. And you're not
Into a monk.	"I'm
Never, Your Majesty.	The King of
You were right, Don Sanchez.	I was wrong
Yes, Your Majesty.	I am the King of
Is that the man I	'm looking for?"
Officers, there's your killer, do	you hear
so we kill someone famous	and we get a new
I don't think it's abuse,	but it
I'm abused.	I'm abused by my parents
Can I see your back?	Yes,
Out on my back when	I was a kid,
Your father put cigarettes out	for you. He was
That's what he did to	me. He said
Yeah, he hated me from	the start. He
Your father blamed you for	the death of his son
Yeah, yeah.	I'm not going to say
Back in the Czech Republic?	The Czech
Yeah, she went blind giving	birth to her son
Your mother was blind?	I was born
My father always degraded me.	He would say,
Tell me about yourself.	I'm a
Give me another one, please.	I
I need to know about	the other side of the
What else do you need?	The following
This is not about money,	it's about the
Thirty-percent.	"I think it
But it's.	I'm not sure
No.	1: The first thing I want to
I would say.	"I think it
What's your cut?	I'm not
Look, I haven't really focused	on the game
What about my movie rights?	If you
Don't worry about him.	He's a good
No, he is here.	He is here.
Disappeared.	The following day,
What about Oleg?	Oleg is
Well, you didn't appreciate the	fact that I
I was all of these.	I was a little
delusions and paranoia.	The first thing
Oh, sure.	I'm not going to say
You bring the cigarettes?	I bring the
I brought you some letters.	I'm sorry,
I'm invoking rights - this	is a right that
Yes.	Q. And you're not
I'm coming with you.	I'm coming with
Where are we going?	We're going
Don't say anything.	I'm not going to
He has the camera!	The camera is
Emil.	"I'm not sure
Oh no!	I'm not going to be able
Here.	The first thing you need to
I'm not your lawyer until	you tell me what
Are you my attorney?	Yes.
Daphne, I.	(2008). The
